"","V1","V2","V3"
"","K05916","1","Cryptophyta_K05916"
"","K08592","1","Cryptophyta_K08592"
"","K10341","1","Cryptophyta_K10341"
"","K00362","1","Cryptophyta_K00362"
"","K08504","1","Cryptophyta_K08504"
"","K12940","1","Cryptophyta_K12940"
"","K00801","1","Cryptophyta_K00801"
"","K06267","1","Cryptophyta_K06267"
"","K02201","1","Cryptophyta_K02201"
"","K02318","1","Cryptophyta_K02318"
"","K03559","1","Cryptophyta_K03559"
"","K06210","1","Cryptophyta_K06210"
"","K13239","1","Cryptophyta_K13239"
"","K07008","1","Cryptophyta_K07008"
"","K05559","1","Cryptophyta_K05559"
"","K05561","1","Cryptophyta_K05561"
"","K05562","1","Cryptophyta_K05562"
"","K05563","1","Cryptophyta_K05563"
"","K05565","1","Cryptophyta_K05565"
"","K05566","1","Cryptophyta_K05566"
"","K05568","1","Cryptophyta_K05568"
"","K06140","1","Cryptophyta_K06140"
"","K15777","1","Cryptophyta_K15777"
"","K16135","1","Cryptophyta_K16135"
"","K01420","1","Cryptophyta_K01420"
"","K02496","1","Cryptophyta_K02496"
"","K07660","1","Cryptophyta_K07660"
"","K13543","1","Cryptophyta_K13543"
"","K12287","1","Cryptophyta_K12287"
"","K03554","1","Cryptophyta_K03554"
"","K03187","1","Cryptophyta_K03187"
"","K12663","1","Cryptophyta_K12663"
"","K03307","1","Cryptophyta_K03307"
"","K09933","1","Cryptophyta_K09933"
"","K10144","1","Cryptophyta_K10144"
"","K01496","1","Cryptophyta_K01496"
"","K01523","1","Cryptophyta_K01523"
"","K03117","1","Cryptophyta_K03117"
"","K06923","1","Cryptophyta_K06923"
"","K03256","1","Cryptophyta_K03256"
"","K16857","1","Cryptophyta_K16857"
"","K00706","1","Cryptophyta_K00706"
"","K06373","1","Cryptophyta_K06373"
"","K05781","1","Cryptophyta_K05781"
"","K01663","1","Cryptophyta_K01663"
"","K02501","1","Cryptophyta_K02501"
"","K06671","1","Cryptophyta_K06671"
"","K14501","1","Cryptophyta_K14501"
"","K13926","1","Cryptophyta_K13926"
"","K02581","1","Cryptophyta_K02581"
"","K14389","1","Cryptophyta_K14389"
"","K14390","1","Cryptophyta_K14390"
"","K14391","1","Cryptophyta_K14391"
"","K14447","1","Cryptophyta_K14447"
"","K12584","1","Cryptophyta_K12584"
"","K05955","1","Cryptophyta_K05955"
"","K11405","1","Cryptophyta_K11405"
"","K02237","1","Cryptophyta_K02237"
"","K08997","1","Euglenozoa_K08997"
"","K10393","1","Euglenozoa_K10393"
"","K11681","1","Euglenozoa_K11681"
"","K06022","1","Euglenozoa_K06022"
"","K00955","1","Euglenozoa_K00955"
"","K14573","1","Euglenozoa_K14573"
"","K03363","1","Euglenozoa_K03363"
"","K14999","1","Euglenozoa_K14999"
"","K16786","1","Euglenozoa_K16786"
"","K01431","1","Euglenozoa_K01431"
"","K10532","1","Euglenozoa_K10532"
"","K17681","1","Euglenozoa_K17681"
"","K06628","1","Euglenozoa_K06628"
"","K05830","1","Euglenozoa_K05830"
"","K14843","1","Euglenozoa_K14843"
"","K11229","1","Euglenozoa_K11229"
"","K13178","1","Glaucophyta_K13178"
"","K04801","1","Glaucophyta_K04801"
"","K17261","1","Glaucophyta_K17261"
"","K14539","1","Glaucophyta_K14539"
"","K17275","1","Glaucophyta_K17275"
"","K17276","1","Glaucophyta_K17276"
"","K17336","1","Glaucophyta_K17336"
"","K10798","1","Glaucophyta_K10798"
"","K00777","1","Glaucophyta_K00777"
"","K10827","1","Glaucophyta_K10827"
"","K03258","1","Glaucophyta_K03258"
"","K15113","1","Glaucophyta_K15113"
"","K07300","1","Glaucophyta_K07300"
"","K10755","1","Glaucophyta_K10755"
"","K10756","1","Glaucophyta_K10756"
"","K10691","1","Glaucophyta_K10691"
"","K12579","1","Glaucophyta_K12579"
"","K14570","1","Glaucophyta_K14570"
"","K12987","1","Glaucophyta_K12987"
"","K08242","1","Glaucophyta_K08242"
"","K11649","1","Glaucophyta_K11649"
"","K08574","1","Glaucophyta_K08574"
"","K08582","1","Glaucophyta_K08582"
"","K09831","1","Glaucophyta_K09831"
"","K09832","1","Glaucophyta_K09832"
"","K14545","1","Glaucophyta_K14545"
"","K04283","1","Glaucophyta_K04283"
"","K01509","1","Haptophyta_K01509"
"","K10408","1","Haptophyta_K10408"
"","K16948","1","Haptophyta_K16948"
"","K00665","1","Haptophyta_K00665"
"","K12440","1","Haptophyta_K12440"
"","K15678","1","Haptophyta_K15678"
"","K10413","1","Haptophyta_K10413"
"","K10414","1","Haptophyta_K10414"
"","K11805","1","Haptophyta_K11805"
"","K10359","1","Haptophyta_K10359"
"","K10361","1","Haptophyta_K10361"
"","K05849","1","Haptophyta_K05849"
"","K07657","1","Haptophyta_K07657"
"","K07658","1","Haptophyta_K07658"
"","K07665","1","Haptophyta_K07665"
"","K07668","1","Haptophyta_K07668"
"","K07670","1","Haptophyta_K07670"
"","K07775","1","Haptophyta_K07775"
"","K16190","1","Haptophyta_K16190"
"","K00428","1","Haptophyta_K00428"
"","K12437","1","Haptophyta_K12437"
"","K15642","1","Haptophyta_K15642"
"","K12444","1","Haptophyta_K12444"
"","K15675","1","Haptophyta_K15675"
"","K02132","1","Haptophyta_K02132"
"","K03263","1","Haptophyta_K03263"
"","K11367","1","Haptophyta_K11367"
"","K11647","1","Haptophyta_K11647"
"","K11654","1","Haptophyta_K11654"
"","K11665","1","Haptophyta_K11665"
"","K11727","1","Haptophyta_K11727"
"","K14439","1","Haptophyta_K14439"
"","K15711","1","Haptophyta_K15711"
"","K09250","1","Haptophyta_K09250"
"","K09527","1","Haptophyta_K09527"
"","K15272","1","Haptophyta_K15272"
"","K10360","1","Haptophyta_K10360"
"","K10394","1","Haptophyta_K10394"
"","K10395","1","Haptophyta_K10395"
"","K10406","1","Haptophyta_K10406"
"","K04981","1","Haptophyta_K04981"
"","K04982","1","Haptophyta_K04982"
"","K02677","1","Haptophyta_K02677"
"","K12240","1","Haptophyta_K12240"
"","K07874","1","Haptophyta_K07874"
"","K07910","1","Haptophyta_K07910"
"","K07930","1","Haptophyta_K07930"
"","K03061","1","Haptophyta_K03061"
"","K10259","1","Haptophyta_K10259"
"","K14555","1","Haptophyta_K14555"
"","K08793","1","Haptophyta_K08793"
"","K00666","1","Haptophyta_K00666"
"","K09485","1","Haptophyta_K09485"
"","K09571","1","Haptophyta_K09571"
"","K09577","1","Haptophyta_K09577"
"","K04373","1","Haptophyta_K04373"
"","K04688","1","Haptophyta_K04688"
"","K07376","1","Haptophyta_K07376"
"","K16482","1","Haptophyta_K16482"
"","K16794","1","Haptophyta_K16794"
"","K08372","1","Haptophyta_K08372"
"","K07511","1","Haptophyta_K07511"
"","K01571","1","Haptophyta_K01571"
"","K01941","1","Haptophyta_K01941"
"","K01968","1","Haptophyta_K01968"
"","K11263","1","Haptophyta_K11263"
"","K03178","1","Haptophyta_K03178"
"","K10698","1","Haptophyta_K10698"
"","K10699","1","Haptophyta_K10699"
"","K15679","1","Haptophyta_K15679"
"","K04739","1","Haptophyta_K04739"
"","K08648","1","Haptophyta_K08648"
"","K17302","1","Haptophyta_K17302"
"","K16297","1","Haptophyta_K16297"
"","K02728","1","Haptophyta_K02728"
"","K01908","1","Haptophyta_K01908"
"","K11643","1","Haptophyta_K11643"
"","K11786","1","Haptophyta_K11786"
"","K14436","1","Haptophyta_K14436"
"","K14437","1","Haptophyta_K14437"
"","K08262","1","Haptophyta_K08262"
"","K10256","1","Haptophyta_K10256"
"","K05712","1","Haptophyta_K05712"
"","K00294","1","Haptophyta_K00294"
"","K10841","1","Haptophyta_K10841"
"","K00006","1","Haptophyta_K00006"
"","K12275","1","Haptophyta_K12275"
"","K04631","1","Haptophyta_K04631"
"","K04634","1","Haptophyta_K04634"
"","K11498","1","Haptophyta_K11498"
"","K03030","1","Haptophyta_K03030"
"","K01231","1","Haptophyta_K01231"
"","K12311","1","Haptophyta_K12311"
"","K07877","1","Haptophyta_K07877"
"","K07881","1","Haptophyta_K07881"
"","K07890","1","Haptophyta_K07890"
"","K07976","1","Haptophyta_K07976"
"","K00344","1","Haptophyta_K00344"
"","K02984","1","Haptophyta_K02984"
"","K04498","1","Haptophyta_K04498"
"","K12854","1","Haptophyta_K12854"
"","K15271","1","Haptophyta_K15271"
"","K05349","1","Haptophyta_K05349"
"","K15920","1","Haptophyta_K15920"
"","K07508","1","Haptophyta_K07508"
"","K14753","1","Haptophyta_K14753"
"","K09489","1","Haptophyta_K09489"
"","K08884","1","Haptophyta_K08884"
"","K01676","1","Haptophyta_K01676"
"","K04442","1","Haptophyta_K04442"
"","K14376","1","Haptophyta_K14376"
"","K03447","1","Haptophyta_K03447"
"","K16531","1","Haptophyta_K16531"
"","K02894","1","Haptophyta_K02894"
"","K04456","1","Haptophyta_K04456"
"","K08790","1","Haptophyta_K08790"
"","K04445","1","Haptophyta_K04445"
"","K06068","1","Haptophyta_K06068"
"","K13302","1","Haptophyta_K13302"
"","K07512","1","Haptophyta_K07512"
"","K10419","1","Haptophyta_K10419"
"","K02896","1","Haptophyta_K02896"
"","K03257","1","Haptophyta_K03257"
"","K13025","1","Haptophyta_K13025"
"","K11907","1","Haptophyta_K11907"
"","K08482","1","Haptophyta_K08482"
"","K13527","1","Haptophyta_K13527"
"","K14571","1","Haptophyta_K14571"
"","K12855","1","Haptophyta_K12855"
"","K16938","1","Haptophyta_K16938"
"","K16944","1","Haptophyta_K16944"
"","K11826","1","Haptophyta_K11826"
"","K12856","1","Haptophyta_K12856"
"","K03062","1","Haptophyta_K03062"
"","K14950","1","Haptophyta_K14950"
"","K08286","1","Haptophyta_K08286"
"","K08798","1","Haptophyta_K08798"
"","K03032","1","Haptophyta_K03032"
"","K05699","1","Haptophyta_K05699"
"","K15504","1","Haptophyta_K15504"
"","K17531","1","Haptophyta_K17531"
"","K07876","1","Haptophyta_K07876"
"","K07901","1","Haptophyta_K07901"
"","K07921","1","Haptophyta_K07921"
"","K05546","1","Haptophyta_K05546"
"","K12317","1","Haptophyta_K12317"
"","K01948","1","Haptophyta_K01948"
"","K11540","1","Haptophyta_K11540"
"","K11541","1","Haptophyta_K11541"
"","K03462","1","Haptophyta_K03462"
"","K05591","1","Haptophyta_K05591"
"","K11594","1","Haptophyta_K11594"
"","K11927","1","Haptophyta_K11927"
"","K12823","1","Haptophyta_K12823"
"","K12858","1","Haptophyta_K12858"
"","K07953","1","Haptophyta_K07953"
"","K05658","1","Haptophyta_K05658"
"","K01369","1","Haptophyta_K01369"
"","K17768","1","Haptophyta_K17768"
"","K12160","1","Haptophyta_K12160"
"","K14951","1","Haptophyta_K14951"
"","K14563","1","Haptophyta_K14563"
"","K10402","1","Haptophyta_K10402"
"","K08825","1","Haptophyta_K08825"
"","K03097","1","Haptophyta_K03097"
"","K00871","1","Haptophyta_K00871"
"","K04443","1","Haptophyta_K04443"
"","K06641","1","Haptophyta_K06641"
"","K08269","1","Haptophyta_K08269"
"","K08805","1","Haptophyta_K08805"
"","K11968","1","Haptophyta_K11968"
"","K11969","1","Haptophyta_K11969"
"","K07908","1","Haptophyta_K07908"
"","K12197","1","Haptophyta_K12197"
"","K17087","1","Haptophyta_K17087"
"","K02149","1","Haptophyta_K02149"
"","K06067","1","Haptophyta_K06067"
"","K11483","1","Haptophyta_K11483"
"","K10881","1","Haptophyta_K10881"
"","K07404","1","Haptophyta_K07404"
"","K13071","1","Haptophyta_K13071"
"","K05516","1","Haptophyta_K05516"
"","K09519","1","Haptophyta_K09519"
"","K16473","1","Haptophyta_K16473"
"","K01315","1","Haptophyta_K01315"
"","K00916","1","Haptophyta_K00916"
"","K02090","1","Haptophyta_K02090"
"","K02202","1","Haptophyta_K02202"
"","K02206","1","Haptophyta_K02206"
"","K02449","1","Haptophyta_K02449"
"","K03039","1","Haptophyta_K03039"
"","K06655","1","Haptophyta_K06655"
"","K07760","1","Haptophyta_K07760"
"","K08819","1","Haptophyta_K08819"
"","K00763","1","Haptophyta_K00763"
"","K17506","1","Haptophyta_K17506"
"","K12449","1","Haptophyta_K12449"
"","K02738","1","Haptophyta_K02738"
"","K02739","1","Haptophyta_K02739"
"","K03661","1","Haptophyta_K03661"
"","K03347","1","Haptophyta_K03347"
"","K03869","1","Haptophyta_K03869"
"","K10609","1","Haptophyta_K10609"
"","K12193","1","Haptophyta_K12193"
"","K06688","1","Haptophyta_K06688"
"","K03036","1","Haptophyta_K03036"
"","K01841","1","Haptophyta_K01841"
"","K09459","1","Haptophyta_K09459"
"","K12863","1","Haptophyta_K12863"
"","K08804","1","Haptophyta_K08804"
"","K08852","1","Haptophyta_K08852"
"","K09416","1","Haptophyta_K09416"
"","K09419","1","Haptophyta_K09419"
"","K17262","1","Haptophyta_K17262"
"","K02147","1","Haptophyta_K02147"
"","K02989","1","Haptophyta_K02989"
"","K03697","1","Haptophyta_K03697"
"","K02144","1","Haptophyta_K02144"
"","K15043","1","Haptophyta_K15043"
"","K05853","1","Haptophyta_K05853"
"","K02117","1","Haptophyta_K02117"
"","K02145","1","Haptophyta_K02145"
"","K10949","1","Haptophyta_K10949"
"","K17267","1","Haptophyta_K17267"
"","K13179","1","Haptophyta_K13179"
"","K01531","1","Haptophyta_K01531"
"","K01535","1","Haptophyta_K01535"
"","K04372","1","Haptophyta_K04372"
"","K16310","1","Haptophyta_K16310"
"","K16311","1","Haptophyta_K16311"
"","K11584","1","Haptophyta_K11584"
"","K00218","1","Haptophyta_K00218"
"","K08232","1","Haptophyta_K08232"
"","K04126","1","Haptophyta_K04126"
"","K09540","1","Haptophyta_K09540"
"","K12734","1","Haptophyta_K12734"
"","K12737","1","Haptophyta_K12737"
"","K07903","1","Haptophyta_K07903"
"","K05688","1","Haptophyta_K05688"
"","K09503","1","Haptophyta_K09503"
"","K09514","1","Haptophyta_K09514"
"","K04802","1","Haptophyta_K04802"
"","K06276","1","Haptophyta_K06276"
"","K02726","1","Haptophyta_K02726"
"","K02731","1","Haptophyta_K02731"
"","K00508","1","Haptophyta_K00508"
"","K11359","1","Haptophyta_K11359"
"","K11721","1","Haptophyta_K11721"
"","K12448","1","Haptophyta_K12448"
"","K04539","1","Haptophyta_K04539"
"","K12398","1","Haptophyta_K12398"
"","K10297","1","Haptophyta_K10297"
"","K09494","1","Haptophyta_K09494"
"","K04515","1","Haptophyta_K04515"
"","K07198","1","Haptophyta_K07198"
"","K12795","1","Haptophyta_K12795"
"","K14536","1","Haptophyta_K14536"
"","K14006","1","Haptophyta_K14006"
"","K12605","1","Haptophyta_K12605"
"","K03264","1","Haptophyta_K03264"
"","K01854","1","Haptophyta_K01854"
"","K03146","1","Haptophyta_K03146"
"","K15192","1","Haptophyta_K15192"
"","K03233","1","Haptophyta_K03233"
"","K00167","1","Haptophyta_K00167"
"","K11381","1","Haptophyta_K11381"
"","K00334","1","Haptophyta_K00334"
"","K03943","1","Haptophyta_K03943"
"","K09502","1","Haptophyta_K09502"
"","K09486","1","Haptophyta_K09486"
"","K12841","1","Haptophyta_K12841"
"","K01836","1","Haptophyta_K01836"
"","K07593","1","Haptophyta_K07593"
"","K03167","1","Haptophyta_K03167"
"","K02087","1","Haptophyta_K02087"
"","K02088","1","Haptophyta_K02088"
"","K04440","1","Haptophyta_K04440"
"","K08821","1","Haptophyta_K08821"
"","K02208","1","Haptophyta_K02208"
"","K10409","1","Haptophyta_K10409"
"","K11308","1","Haptophyta_K11308"
"","K05925","1","Haptophyta_K05925"
"","K06627","1","Haptophyta_K06627"
"","K03083","1","Haptophyta_K03083"
"","K04441","1","Haptophyta_K04441"
"","K08824","1","Haptophyta_K08824"
"","K15275","1","Haptophyta_K15275"
"","K13751","1","Haptophyta_K13751"
"","K13752","1","Haptophyta_K13752"
"","K12766","1","Haptophyta_K12766"
"","K02891","1","Haptophyta_K02891"
"","K14007","1","Haptophyta_K14007"
"","K10976","1","Haptophyta_K10976"
"","K03672","1","Haptophyta_K03672"
"","K02741","1","Haptophyta_K02741"
"","K08343","1","Haptophyta_K08343"
"","K00480","1","Haptophyta_K00480"
"","K02958","1","Haptophyta_K02958"
"","K03688","1","Haptophyta_K03688"
"","K08869","1","Haptophyta_K08869"
"","K02875","1","Haptophyta_K02875"
"","K03247","1","Haptophyta_K03247"
"","K14779","1","Haptophyta_K14779"
"","K13819","1","Haptophyta_K13819"
"","K06675","1","Haptophyta_K06675"
"","K06961","1","Haptophyta_K06961"
"","K08958","1","Haptophyta_K08958"
"","K08959","1","Haptophyta_K08959"
"","K08960","1","Haptophyta_K08960"
"","K06631","1","Haptophyta_K06631"
"","K04857","1","Haptophyta_K04857"
"","K12767","1","Haptophyta_K12767"
"","K02991","1","Haptophyta_K02991"
"","K00102","1","Haptophyta_K00102"
"","K12827","1","Haptophyta_K12827"
"","K04900","1","Haptophyta_K04900"
"","K07889","1","Haptophyta_K07889"
"","K02405","1","Haptophyta_K02405"
"","K10226","1","Haptophyta_K10226"
"","K00814","1","Haptophyta_K00814"
"","K10597","1","Haptophyta_K10597"
"","K13116","1","Haptophyta_K13116"
"","K09488","1","Haptophyta_K09488"
"","K02930","1","Haptophyta_K02930"
"","K12874","1","Haptophyta_K12874"
"","K01423","1","Haptophyta_K01423"
"","K17268","1","Haptophyta_K17268"
"","K10752","1","Haptophyta_K10752"
"","K11659","1","Haptophyta_K11659"
"","K11718","1","Haptophyta_K11718"
"","K04575","1","Haptophyta_K04575"
"","K08851","1","Haptophyta_K08851"
"","K03028","1","Haptophyta_K03028"
"","K07748","1","Haptophyta_K07748"
"","K12454","1","Haptophyta_K12454"
"","K02725","1","Haptophyta_K02725"
"","K07509","1","Haptophyta_K07509"
"","K02966","1","Haptophyta_K02966"
"","K05758","1","Haptophyta_K05758"
"","K07897","1","Haptophyta_K07897"
"","K12819","1","Haptophyta_K12819"
"","K02893","1","Haptophyta_K02893"
"","K04532","1","Haptophyta_K04532"
"","K03237","1","Haptophyta_K03237"
"","K02900","1","Haptophyta_K02900"
"","K03626","1","Haptophyta_K03626"
"","K15306","1","Haptophyta_K15306"
"","K00517","1","Haptophyta_K00517"
"","K05865","1","Haptophyta_K05865"
"","K01288","1","Haptophyta_K01288"
"","K16298","1","Haptophyta_K16298"
"","K10580","1","Haptophyta_K10580"
"","K10583","1","Haptophyta_K10583"
"","K02740","1","Haptophyta_K02740"
"","K03236","1","Haptophyta_K03236"
"","K16309","1","Haptophyta_K16309"
"","K14684","1","Haptophyta_K14684"
"","K01959","1","Haptophyta_K01959"
"","K12176","1","Haptophyta_K12176"
"","K07955","1","Haptophyta_K07955"
"","K14290","1","Haptophyta_K14290"
"","K13777","1","Haptophyta_K13777"
"","K00414","1","Haptophyta_K00414"
"","K06228","1","Haptophyta_K06228"
"","K17080","1","Haptophyta_K17080"
"","K17081","1","Haptophyta_K17081"
"","K12867","1","Haptophyta_K12867"
"","K10599","1","Haptophyta_K10599"
"","K11091","1","Haptophyta_K11091"
"","K12191","1","Haptophyta_K12191"
"","K11827","1","Haptophyta_K11827"
"","K12395","1","Haptophyta_K12395"
"","K12403","1","Haptophyta_K12403"
"","K12623","1","Haptophyta_K12623"
"","K05869","1","Haptophyta_K05869"
"","K02901","1","Haptophyta_K02901"
"","K06174","1","Haptophyta_K06174"
"","K09493","1","Haptophyta_K09493"
"","K03934","1","Haptophyta_K03934"
"","K12604","1","Haptophyta_K12604"
"","K15102","1","Haptophyta_K15102"
"","K11835","1","Haptophyta_K11835"
"","K11843","1","Haptophyta_K11843"
"","K16939","1","Haptophyta_K16939"
"","K02883","1","Haptophyta_K02883"
"","K07899","1","Haptophyta_K07899"
"","K01811","1","Haptophyta_K01811"
"","K02993","1","Haptophyta_K02993"
"","K02872","1","Haptophyta_K02872"
"","K12175","1","Haptophyta_K12175"
"","K15420","1","Haptophyta_K15420"
"","K15284","1","Haptophyta_K15284"
"","K02979","1","Haptophyta_K02979"
"","K00381","1","Haptophyta_K00381"
"","K10260","1","Haptophyta_K10260"
"","K02168","1","Haptophyta_K02168"
"","K05020","1","Haptophyta_K05020"
"","K01417","1","Haptophyta_K01417"
"","K11836","1","Haptophyta_K11836"
"","K14777","1","Haptophyta_K14777"
"","K09478","1","Haptophyta_K09478"
"","K03035","1","Haptophyta_K03035"
"","K06237","1","Haptophyta_K06237"
"","K14411","1","Haptophyta_K14411"
"","K02942","1","Haptophyta_K02942"
"","K03868","1","Haptophyta_K03868"
"","K00956","1","Haptophyta_K00956"
"","K02137","1","Haptophyta_K02137"
"","K12041","1","Haptophyta_K12041"
"","K02730","1","Haptophyta_K02730"
"","K00065","1","Haptophyta_K00065"
"","K12816","1","Haptophyta_K12816"
"","K02146","1","Haptophyta_K02146"
"","K00909","1","Haptophyta_K00909"
"","K08291","1","Haptophyta_K08291"
"","K08813","1","Haptophyta_K08813"
"","K17529","1","Haptophyta_K17529"
"","K03635","1","Haptophyta_K03635"
"","K01011","1","Haptophyta_K01011"
"","K00963","1","Haptophyta_K00963"
"","K12843","1","Haptophyta_K12843"
"","K04086","1","Haptophyta_K04086"
"","K08714","1","Haptophyta_K08714"
"","K03372","1","Haptophyta_K03372"
"","K08580","1","Haptophyta_K08580"
"","K10208","1","Haptophyta_K10208"
"","K03301","1","Haptophyta_K03301"
"","K02209","1","Haptophyta_K02209"
"","K02210","1","Haptophyta_K02210"
"","K02212","1","Haptophyta_K02212"
"","K02540","1","Haptophyta_K02540"
"","K02541","1","Haptophyta_K02541"
"","K02542","1","Haptophyta_K02542"
"","K10726","1","Haptophyta_K10726"
"","K01455","1","Haptophyta_K01455"
"","K14826","1","Haptophyta_K14826"
"","K06103","1","Haptophyta_K06103"
"","K06698","1","Haptophyta_K06698"
"","K02824","1","Haptophyta_K02824"
"","K08670","1","Haptophyta_K08670"
"","K06178","1","Haptophyta_K06178"
"","K03387","1","Haptophyta_K03387"
"","K00069","1","Haptophyta_K00069"
"","K03366","1","Haptophyta_K03366"
"","K08081","1","Haptophyta_K08081"
"","K00694","1","Haptophyta_K00694"
"","K02943","1","Haptophyta_K02943"
"","K14725","1","Haptophyta_K14725"
"","K13304","1","Haptophyta_K13304"
"","K12844","1","Haptophyta_K12844"
"","K00840","1","Haptophyta_K00840"
"","K10738","1","Haptophyta_K10738"
"","K05868","1","Haptophyta_K05868"
"","K15104","1","Haptophyta_K15104"
"","K03675","1","Haptophyta_K03675"
"","K04537","1","Haptophyta_K04537"
"","K03251","1","Haptophyta_K03251"
"","K08324","1","Haptophyta_K08324"
"","K04457","1","Haptophyta_K04457"
"","K01768","1","Haptophyta_K01768"
"","K13749","1","Haptophyta_K13749"
"","K11481","1","Haptophyta_K11481"
"","K09631","1","Haptophyta_K09631"
"","K15329","1","Haptophyta_K15329"
"","K07827","1","Haptophyta_K07827"
"","K01310","1","Haptophyta_K01310"
"","K13131","1","Haptophyta_K13131"
"","K09828","1","Haptophyta_K09828"
"","K11728","1","Haptophyta_K11728"
"","K13753","1","Haptophyta_K13753"
"","K05048","1","Haptophyta_K05048"
"","K04786","1","Haptophyta_K04786"
"","K03953","1","Haptophyta_K03953"
"","K02858","1","Haptophyta_K02858"
"","K14810","1","Haptophyta_K14810"
"","K14964","1","Haptophyta_K14964"
"","K05759","1","Haptophyta_K05759"
"","K07834","1","Haptophyta_K07834"
"","K08904","1","Haptophyta_K08904"
"","K00108","1","Haptophyta_K00108"
"","K09835","1","Haptophyta_K09835"
"","K02903","1","Haptophyta_K02903"
"","K00624","1","Haptophyta_K00624"
"","K05940","1","Haptophyta_K05940"
"","K06942","1","Haptophyta_K06942"
"","K09698","1","Haptophyta_K09698"
"","K11182","1","Haptophyta_K11182"
"","K07299","1","Haptophyta_K07299"
"","K02302","1","Haptophyta_K02302"
"","K02303","1","Haptophyta_K02303"
"","K03394","1","Haptophyta_K03394"
"","K13542","1","Haptophyta_K13542"
"","K02732","1","Haptophyta_K02732"
"","K14667","1","Haptophyta_K14667"
"","K08837","1","Haptophyta_K08837"
"","K07124","1","Haptophyta_K07124"
"","K14765","1","Haptophyta_K14765"
"","K14767","1","Haptophyta_K14767"
"","K06071","1","Haptophyta_K06071"
"","K03595","1","Haptophyta_K03595"
"","K09628","1","Haptophyta_K09628"
"","K01597","1","Haptophyta_K01597"
"","K10363","1","Haptophyta_K10363"
"","K01051","1","Haptophyta_K01051"
"","K10596","1","Haptophyta_K10596"
"","K15596","1","Haptophyta_K15596"
"","K02917","1","Haptophyta_K02917"
"","K06865","1","Haptophyta_K06865"
"","K13107","1","Haptophyta_K13107"
"","K07394","1","Haptophyta_K07394"
"","K00528","1","Haptophyta_K00528"
"","K10436","1","Haptophyta_K10436"
"","K16283","1","Haptophyta_K16283"
"","K01552","1","Haptophyta_K01552"
"","K02182","1","Haptophyta_K02182"
"","K05304","1","Haptophyta_K05304"
"","K16342","1","Haptophyta_K16342"
"","K08795","1","Haptophyta_K08795"
"","K04069","1","Haptophyta_K04069"
"","K06077","1","Haptophyta_K06077"
"","K08665","1","Haptophyta_K08665"
"","K14288","1","Haptophyta_K14288"
"","K05318","1","Haptophyta_K05318"
"","K10858","1","Haptophyta_K10858"
"","K01659","1","Haptophyta_K01659"
"","K10844","1","Haptophyta_K10844"
"","K07915","1","Haptophyta_K07915"
"","K03127","1","Haptophyta_K03127"
"","K16759","1","Haptophyta_K16759"
"","K05350","1","Haptophyta_K05350"
"","K13787","1","Haptophyta_K13787"
"","K02152","1","Haptophyta_K02152"
"","K02036","1","Haptophyta_K02036"
"","K10225","1","Haptophyta_K10225"
"","K02372","1","Haptophyta_K02372"
"","K16363","1","Haptophyta_K16363"
"","K10817","1","Haptophyta_K10817"
"","K12442","1","Haptophyta_K12442"
"","K10390","1","Haptophyta_K10390"
"","K14844","1","Haptophyta_K14844"
"","K03433","1","Haptophyta_K03433"
"","K00944","1","Haptophyta_K00944"
"","K14319","1","Haptophyta_K14319"
"","K15171","1","Haptophyta_K15171"
"","K02220","1","Haptophyta_K02220"
"","K01415","1","Haptophyta_K01415"
"","K12292","1","Haptophyta_K12292"
"","K17069","1","Haptophyta_K17069"
"","K15340","1","Haptophyta_K15340"
"","K15320","1","Haptophyta_K15320"
"","K02219","1","Haptophyta_K02219"
"","K06659","1","Haptophyta_K06659"
"","K10891","1","Haptophyta_K10891"
"","K15305","1","Haptophyta_K15305"
"","K11473","1","Haptophyta_K11473"
"","K01620","1","Haptophyta_K01620"
"","K09710","1","Haptophyta_K09710"
"","K02153","1","Haptophyta_K02153"
"","K12845","1","Haptophyta_K12845"
"","K14816","1","Haptophyta_K14816"
"","K08739","1","Haptophyta_K08739"
"","K00301","1","Haptophyta_K00301"
"","K00063","1","Haptophyta_K00063"
"","K10411","1","Haptophyta_K10411"
"","K05760","1","Haptophyta_K05760"
"","K07514","1","Haptophyta_K07514"
"","K15643","1","Haptophyta_K15643"
"","K07568","1","Haptophyta_K07568"
"","K09620","1","Haptophyta_K09620"
"","K09481","1","Haptophyta_K09481"
"","K02535","1","Haptophyta_K02535"
"","K08773","1","Haptophyta_K08773"
"","K07042","1","Haptophyta_K07042"
"","K00560","1","Haptophyta_K00560"
"","K13998","1","Haptophyta_K13998"
"","K00547","1","Haptophyta_K00547"
"","K05551","1","Haptophyta_K05551"
"","K09264","1","Haptophyta_K09264"
"","K01912","1","Haptophyta_K01912"
"","K17723","1","Haptophyta_K17723"
"","K05824","1","Haptophyta_K05824"
"","K15118","1","Haptophyta_K15118"
"","K15980","1","Haptophyta_K15980"
"","K11341","1","Haptophyta_K11341"
"","K10735","1","Haptophyta_K10735"
"","K05303","1","Haptophyta_K05303"
"","K08895","1","Haptophyta_K08895"
"","K03141","1","Haptophyta_K03141"
"","K02388","1","Haptophyta_K02388"
"","K00076","1","Haptophyta_K00076"
"","K00285","1","Haptophyta_K00285"
"","K03424","1","Haptophyta_K03424"
"","K01463","1","Haptophyta_K01463"
